[0.029s] Invoking command in '/home/huyjetson/mobile_robot/ros2_ws/build/amr_slam': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/home/huyjetson/mobile_robot/ros2_ws/install/amr_sensors:/home/huyjetson/mobile_robot/ros2_ws/install/amr_bringup:/home/huyjetson/mobile_robot/ros2_ws/install/amr_ai:/opt/ros/humble /usr/bin/cmake --build /home/huyjetson/mobile_robot/ros2_ws/build/amr_slam -- -j6 -l6
[0.126s] Invoked command in '/home/huyjetson/mobile_robot/ros2_ws/build/amr_slam' returned '0': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/home/huyjetson/mobile_robot/ros2_ws/install/amr_sensors:/home/huyjetson/mobile_robot/ros2_ws/install/amr_bringup:/home/huyjetson/mobile_robot/ros2_ws/install/amr_ai:/opt/ros/humble /usr/bin/cmake --build /home/huyjetson/mobile_robot/ros2_ws/build/amr_slam -- -j6 -l6
[0.159s] Invoking command in '/home/huyjetson/mobile_robot/ros2_ws/build/amr_slam': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/home/huyjetson/mobile_robot/ros2_ws/install/amr_sensors:/home/huyjetson/mobile_robot/ros2_ws/install/amr_bringup:/home/huyjetson/mobile_robot/ros2_ws/install/amr_ai:/opt/ros/humble /usr/bin/cmake --install /home/huyjetson/mobile_robot/ros2_ws/build/amr_slam
[0.184s] -- Install configuration: ""
[0.185s] -- Execute custom install script
[0.186s] -- Up-to-date symlink: /home/huyjetson/mobile_robot/ros2_ws/install/amr_slam/share/amr_slam/config/mapper_params_online_async.yaml
[0.186s] -- Up-to-date symlink: /home/huyjetson/mobile_robot/ros2_ws/install/amr_slam/share/amr_slam/launch/fusion_slam.launch.py
[0.187s] -- Up-to-date symlink: /home/huyjetson/mobile_robot/ros2_ws/install/amr_slam/share/amr_slam/launch/fusion_slam_v1.py
[0.187s] -- Up-to-date symlink: /home/huyjetson/mobile_robot/ros2_ws/install/amr_slam/share/amr_slam/launch/manual_vslam.launch.py
[0.187s] -- Up-to-date symlink: /home/huyjetson/mobile_robot/ros2_ws/install/amr_slam/share/amr_slam/launch/slam.launch.py
[0.187s] -- Up-to-date symlink: /home/huyjetson/mobile_robot/ros2_ws/install/amr_slam/share/amr_slam/launch/vslam.launch.py
[0.187s] -- Up-to-date symlink: /home/huyjetson/mobile_robot/ros2_ws/install/amr_slam/share/amr_slam/launch/vslam_loc.launch.py
[0.188s] -- Up-to-date symlink: /home/huyjetson/mobile_robot/ros2_ws/install/amr_slam/share/amr_slam/rviz/view_vslam_teleop.rviz
[0.188s] -- Up-to-date symlink: /home/huyjetson/mobile_robot/ros2_ws/install/amr_slam/share/amr_slam/maps/map1.pgm
[0.189s] -- Up-to-date symlink: /home/huyjetson/mobile_robot/ros2_ws/install/amr_slam/share/amr_slam/maps/map1.yaml
[0.189s] -- Up-to-date symlink: /home/huyjetson/mobile_robot/ros2_ws/install/amr_slam/share/amr_slam/maps/map2.pgm
[0.189s] -- Up-to-date symlink: /home/huyjetson/mobile_robot/ros2_ws/install/amr_slam/share/amr_slam/maps/map2.yaml
[0.190s] -- Up-to-date symlink: /home/huyjetson/mobile_robot/ros2_ws/install/amr_slam/share/ament_index/resource_index/package_run_dependencies/amr_slam
[0.190s] -- Up-to-date symlink: /home/huyjetson/mobile_robot/ros2_ws/install/amr_slam/share/ament_index/resource_index/parent_prefix_path/amr_slam
[0.191s] -- Up-to-date symlink: /home/huyjetson/mobile_robot/ros2_ws/install/amr_slam/share/amr_slam/environment/ament_prefix_path.sh
[0.191s] -- Up-to-date symlink: /home/huyjetson/mobile_robot/ros2_ws/install/amr_slam/share/amr_slam/environment/ament_prefix_path.dsv
[0.191s] -- Up-to-date symlink: /home/huyjetson/mobile_robot/ros2_ws/install/amr_slam/share/amr_slam/environment/path.sh
[0.192s] -- Up-to-date symlink: /home/huyjetson/mobile_robot/ros2_ws/install/amr_slam/share/amr_slam/environment/path.dsv
[0.192s] -- Up-to-date symlink: /home/huyjetson/mobile_robot/ros2_ws/install/amr_slam/share/amr_slam/local_setup.bash
[0.192s] -- Up-to-date symlink: /home/huyjetson/mobile_robot/ros2_ws/install/amr_slam/share/amr_slam/local_setup.sh
[0.193s] -- Up-to-date symlink: /home/huyjetson/mobile_robot/ros2_ws/install/amr_slam/share/amr_slam/local_setup.zsh
[0.193s] -- Up-to-date symlink: /home/huyjetson/mobile_robot/ros2_ws/install/amr_slam/share/amr_slam/local_setup.dsv
[0.193s] -- Symlinking: /home/huyjetson/mobile_robot/ros2_ws/install/amr_slam/share/amr_slam/package.dsv
[0.217s] -- Up-to-date symlink: /home/huyjetson/mobile_robot/ros2_ws/install/amr_slam/share/ament_index/resource_index/packages/amr_slam
[0.218s] -- Up-to-date symlink: /home/huyjetson/mobile_robot/ros2_ws/install/amr_slam/share/amr_slam/cmake/amr_slamConfig.cmake
[0.218s] -- Up-to-date symlink: /home/huyjetson/mobile_robot/ros2_ws/install/amr_slam/share/amr_slam/cmake/amr_slamConfig-version.cmake
[0.218s] -- Up-to-date symlink: /home/huyjetson/mobile_robot/ros2_ws/install/amr_slam/share/amr_slam/package.xml
[0.225s] Invoked command in '/home/huyjetson/mobile_robot/ros2_ws/build/amr_slam' returned '0': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/home/huyjetson/mobile_robot/ros2_ws/install/amr_sensors:/home/huyjetson/mobile_robot/ros2_ws/install/amr_bringup:/home/huyjetson/mobile_robot/ros2_ws/install/amr_ai:/opt/ros/humble /usr/bin/cmake --install /home/huyjetson/mobile_robot/ros2_ws/build/amr_slam
